BMI,Breakfast 1,Breakfast 2,Lunch 1,Lunch 2,Dinner 1,Dinner 2,Food Type,BMR,Total Calories
34.5,Yogurt,Smoothie,Pasta Salad,Turkey Sandwich,Tacos,Stuffed Peppers,Veg,1525,1750
29.2,Oatmeal,Egg Sandwich,Vegetable Stir Fry,Pasta Salad,Spaghetti,Veggie Burger,Non-Veg,1644,1800
16.1,Oatmeal,Scrambled Eggs,Quinoa Salad,Turkey Sandwich,Lentil Soup,Chicken Stir Fry,Non-Veg,1395,2250
24.4,Oatmeal,Pancakes,Veggie Wrap,Turkey Sandwich,Veggie Pizza,Chicken Stir Fry,Non-Veg,1491,1900
31.0,Smoothie,Egg Sandwich,Soup,Veggie Wrap,Tacos,Lentil Soup,Non-Veg,2043,2100
22.3,Yogurt,Egg Sandwich,Burrito Bowl,Chicken Wrap,Chicken Stir Fry,Chicken Curry,Non-Veg,1373,2250
32.2,Granola,Fruit Salad,Veggie Wrap,Soup,Grilled Steak,Chicken Stir Fry,Non-Veg,2082,2150
18.3,Smoothie,Oatmeal,Sushi,Vegetable Stir Fry,Chicken Curry,Chicken Stir Fry,Non-Veg,1375,2300
20.0,Granola,Oatmeal,Grilled Chicken Salad,Sushi,Veggie Pizza,Grilled Salmon,Non-Veg,1579,1950
32.0,Avocado Toast,Smoothie,Soup,Grilled Chicken Salad,Chicken Stir Fry,Stuffed Peppers,Non-Veg,1887,2200
33.9,Granola,Pancakes,Soup,Vegetable Stir Fry,Spaghetti,Veggie Pizza,Non-Veg,1437,1550
33.9,Scrambled Eggs,Oatmeal,Vegetable Stir Fry,Soup,Grilled Steak,Veggie Burger,Non-Veg,1416,1550
30.9,Scrambled Eggs,Egg Sandwich,Vegetable Stir Fry,Soup,Spaghetti,Lentil Soup,Non-Veg,1620,1650
32.1,Cereal,Pancakes,Soup,Pasta Salad,Grilled Steak,Chicken Stir Fry,Non-Veg,1989,2300
17.0,Avocado Toast,Fruit Salad,Sushi,Chicken Wrap,Stuffed Peppers,Grilled Steak,Non-Veg,1581,2450
16.3,Pancakes,Cereal,Soup,Quinoa Salad,Veggie Pizza,Grilled Salmon,Non-Veg,1308,2350
33.5,Egg Sandwich,Avocado Toast,Soup,Vegetable Stir Fry,Veggie Pizza,Tacos,Non-Veg,1555,1700
16.2,Avocado Toast,Fruit Salad,Chicken Wrap,Vegetable Stir Fry,Grilled Steak,Lentil Soup,Non-Veg,1514,2400
25.3,Cereal,Smoothie,Turkey Sandwich,Sushi,Spaghetti,Chicken Curry,Non-Veg,1345,1850
18.1,Cereal,Egg Sandwich,Chicken Wrap,Vegetable Stir Fry,Spaghetti,Tacos,Non-Veg,1623,2700
22.2,Granola,Fruit Salad,Soup,Quinoa Salad,Tacos,Veggie Burger,Veg,1405,1900
28.1,Avocado Toast,Oatmeal,Vegetable Stir Fry,Pasta Salad,Spaghetti,Stuffed Peppers,Non-Veg,1881,2100
31.1,Egg Sandwich,Granola,Quinoa Salad,Vegetable Stir Fry,Grilled Steak,Lentil Soup,Non-Veg,1638,2000
21.5,Fruit Salad,Egg Sandwich,Soup,Quinoa Salad,Veggie Burger,Veggie Pizza,Non-Veg,1388,1800
21.7,Oatmeal,Avocado Toast,Sushi,Veggie Wrap,Grilled Steak,Chicken Curry,Non-Veg,1480,2050
21.2,Egg Sandwich,Smoothie,Sushi,Quinoa Salad,Grilled Salmon,Grilled Steak,Non-Veg,1750,2050
34.2,Pancakes,Granola,Grilled Chicken Salad,Burrito Bowl,Stuffed Peppers,Grilled Steak,Non-Veg,1919,2000
17.5,Fruit Salad,Granola,Grilled Chicken Salad,Quinoa Salad,Veggie Burger,Stuffed Peppers,Non-Veg,1343,2400
19.6,Smoothie,Pancakes,Veggie Wrap,Sushi,Spaghetti,Chicken Stir Fry,Non-Veg,1686,1950
20.2,Smoothie,Granola,Chicken Wrap,Soup,Tacos,Grilled Salmon,Non-Veg,1809,2100
28.2,Avocado Toast,Scrambled Eggs,Quinoa Salad,Burrito Bowl,Stuffed Peppers,Grilled Steak,Non-Veg,1358,1900
23.1,Smoothie,Oatmeal,Pasta Salad,Soup,Veggie Burger,Lentil Soup,Veg,1761,1850
25.3,Egg Sandwich,Cereal,Soup,Burrito Bowl,Spaghetti,Grilled Steak,Non-Veg,1626,2000
21.1,Scrambled Eggs,Egg Sandwich,Burrito Bowl,Chicken Wrap,Veggie Burger,Lentil Soup,Non-Veg,1345,2150
27.6,Scrambled Eggs,Yogurt,Grilled Chicken Salad,Quinoa Salad,Chicken Curry,Stuffed Peppers,Non-Veg,1584,1650
15.3,Yogurt,Cereal,Turkey Sandwich,Quinoa Salad,Stuffed Peppers,Spaghetti,Veg,1448,2450
24.2,Pancakes,Scrambled Eggs,Burrito Bowl,Quinoa Salad,Veggie Pizza,Chicken Stir Fry,Non-Veg,1671,2050
27.1,Granola,Avocado Toast,Vegetable Stir Fry,Veggie Wrap,Grilled Salmon,Tacos,Non-Veg,1738,1850
20.3,Oatmeal,Scrambled Eggs,Vegetable Stir Fry,Sushi,Grilled Salmon,Grilled Steak,Non-Veg,2126,2300
20.4,Smoothie,Oatmeal,Veggie Wrap,Turkey Sandwich,Spaghetti,Lentil Soup,Non-Veg,1821,1900
33.7,Oatmeal,Avocado Toast,Grilled Chicken Salad,Pasta Salad,Tacos,Chicken Curry,Non-Veg,1716,1900
22.2,Granola,Pancakes,Turkey Sandwich,Chicken Wrap,Chicken Stir Fry,Stuffed Peppers,Non-Veg,1605,2150
29.0,Avocado Toast,Cereal,Turkey Sandwich,Burrito Bowl,Chicken Curry,Veggie Pizza,Non-Veg,2000,2000
33.8,Yogurt,Oatmeal,Sushi,Quinoa Salad,Grilled Steak,Chicken Curry,Non-Veg,1891,2200
17.8,Granola,Egg Sandwich,Soup,Burrito Bowl,Spaghetti,Tacos,Non-Veg,1368,2850
33.9,Cereal,Smoothie,Grilled Chicken Salad,Veggie Wrap,Chicken Curry,Grilled Salmon,Non-Veg,1419,1500
21.7,Egg Sandwich,Oatmeal,Soup,Chicken Wrap,Tacos,Veggie Burger,Non-Veg,1473,2000
24.5,Oatmeal,Pancakes,Pasta Salad,Chicken Wrap,Chicken Stir Fry,Lentil Soup,Non-Veg,1752,1900
31.6,Pancakes,Scrambled Eggs,Grilled Chicken Salad,Sushi,Tacos,Lentil Soup,Non-Veg,1379,1650
17.3,Egg Sandwich,Pancakes,Burrito Bowl,Quinoa Salad,Stuffed Peppers,Tacos,Non-Veg,1880,2700
30.6,Granola,Pancakes,Sushi,Grilled Chicken Salad,Tacos,Lentil Soup,Non-Veg,1643,1750
30.4,Smoothie,Oatmeal,Vegetable Stir Fry,Grilled Chicken Salad,Chicken Curry,Lentil Soup,Non-Veg,1615,1700
25.6,Pancakes,Fruit Salad,Turkey Sandwich,Quinoa Salad,Chicken Curry,Stuffed Peppers,Non-Veg,1462,1700
20.9,Oatmeal,Scrambled Eggs,Sushi,Vegetable Stir Fry,Grilled Salmon,Stuffed Peppers,Non-Veg,1689,1700
25.5,Fruit Salad,Pancakes,Pasta Salad,Quinoa Salad,Grilled Steak,Chicken Stir Fry,Non-Veg,1480,1700
18.7,Granola,Oatmeal,Pasta Salad,Vegetable Stir Fry,Veggie Burger,Chicken Curry,Non-Veg,1586,2100
35.0,Oatmeal,Yogurt,Soup,Grilled Chicken Salad,Chicken Curry,Lentil Soup,Non-Veg,1463,1500
27.5,Scrambled Eggs,Smoothie,Turkey Sandwich,Pasta Salad,Tacos,Chicken Stir Fry,Non-Veg,1725,1750
34.2,Avocado Toast,Scrambled Eggs,Pasta Salad,Burrito Bowl,Lentil Soup,Spaghetti,Non-Veg,1448,1650
32.3,Avocado Toast,Yogurt,Turkey Sandwich,Soup,Lentil Soup,Chicken Curry,Non-Veg,1746,1750
26.0,Cereal,Granola,Grilled Chicken Salad,Sushi,Stuffed Peppers,Spaghetti,Non-Veg,1502,1800
29.9,Avocado Toast,Yogurt,Vegetable Stir Fry,Quinoa Salad,Veggie Pizza,Chicken Curry,Non-Veg,1849,2100
29.2,Oatmeal,Fruit Salad,Sushi,Veggie Wrap,Veggie Burger,Stuffed Peppers,Veg,1475,1650
34.2,Yogurt,Fruit Salad,Pasta Salad,Veggie Wrap,Grilled Steak,Chicken Stir Fry,Non-Veg,1299,1350
25.5,Egg Sandwich,Cereal,Soup,Grilled Chicken Salad,Veggie Pizza,Lentil Soup,Non-Veg,1634,1850
24.1,Smoothie,Egg Sandwich,Vegetable Stir Fry,Chicken Wrap,Grilled Steak,Veggie Pizza,Non-Veg,1548,2150
15.4,Avocado Toast,Granola,Veggie Wrap,Turkey Sandwich,Tacos,Lentil Soup,Veg,1878,2600
31.6,Avocado Toast,Yogurt,Quinoa Salad,Veggie Wrap,Stuffed Peppers,Veggie Pizza,Non-Veg,1346,1350
28.6,Granola,Cereal,Turkey Sandwich,Grilled Chicken Salad,Veggie Burger,Lentil Soup,Non-Veg,1751,2050
30.1,Smoothie,Pancakes,Vegetable Stir Fry,Chicken Wrap,Stuffed Peppers,Grilled Salmon,Non-Veg,1489,1800
32.7,Oatmeal,Egg Sandwich,Chicken Wrap,Turkey Sandwich,Veggie Burger,Chicken Stir Fry,Non-Veg,1464,1550
16.5,Smoothie,Granola,Turkey Sandwich,Grilled Chicken Salad,Veggie Pizza,Tacos,Non-Veg,1458,2650
32.0,Fruit Salad,Oatmeal,Turkey Sandwich,Veggie Wrap,Grilled Salmon,Chicken Stir Fry,Non-Veg,1627,1750
33.7,Granola,Scrambled Eggs,Burrito Bowl,Turkey Sandwich,Tacos,Stuffed Peppers,Non-Veg,1311,1750
25.9,Cereal,Yogurt,Soup,Chicken Wrap,Grilled Salmon,Lentil Soup,Non-Veg,1196,1500
24.0,Cereal,Fruit Salad,Chicken Wrap,Quinoa Salad,Stuffed Peppers,Veggie Burger,Non-Veg,1646,1850
32.3,Fruit Salad,Pancakes,Pasta Salad,Burrito Bowl,Stuffed Peppers,Veggie Burger,Veg,1865,1900
27.8,Scrambled Eggs,Pancakes,Veggie Wrap,Chicken Wrap,Stuffed Peppers,Spaghetti,Non-Veg,1475,1850
16.8,Cereal,Pancakes,Grilled Chicken Salad,Quinoa Salad,Veggie Burger,Grilled Steak,Non-Veg,1209,2550
15.1,Oatmeal,Yogurt,Veggie Wrap,Pasta Salad,Tacos,Stuffed Peppers,Non-Veg,1389,2350
27.9,Pancakes,Fruit Salad,Burrito Bowl,Grilled Chicken Salad,Chicken Stir Fry,Grilled Salmon,Non-Veg,1250,1700
26.2,Avocado Toast,Egg Sandwich,Veggie Wrap,Burrito Bowl,Chicken Curry,Veggie Pizza,Non-Veg,1839,2050
34.8,Cereal,Scrambled Eggs,Sushi,Burrito Bowl,Lentil Soup,Stuffed Peppers,Non-Veg,2036,2050
16.4,Oatmeal,Yogurt,Sushi,Veggie Wrap,Grilled Salmon,Chicken Stir Fry,Non-Veg,1311,2200
15.8,Fruit Salad,Avocado Toast,Quinoa Salad,Soup,Chicken Curry,Lentil Soup,Non-Veg,1979,2250
15.7,Scrambled Eggs,Oatmeal,Quinoa Salad,Turkey Sandwich,Lentil Soup,Spaghetti,Non-Veg,1614,2400
28.3,Yogurt,Granola,Pasta Salad,Sushi,Veggie Pizza,Tacos,Veg,1951,2300
34.6,Pancakes,Avocado Toast,Quinoa Salad,Grilled Chicken Salad,Veggie Pizza,Lentil Soup,Non-Veg,1983,2300
18.2,Pancakes,Granola,Grilled Chicken Salad,Burrito Bowl,Grilled Steak,Stuffed Peppers,Non-Veg,1908,2800
17.9,Oatmeal,Pancakes,Veggie Wrap,Quinoa Salad,Stuffed Peppers,Spaghetti,Veg,1614,2450
30.1,Pancakes,Egg Sandwich,Quinoa Salad,Grilled Chicken Salad,Spaghetti,Grilled Steak,Non-Veg,1522,1750
22.6,Smoothie,Pancakes,Vegetable Stir Fry,Turkey Sandwich,Stuffed Peppers,Chicken Stir Fry,Non-Veg,1530,1850
15.0,Smoothie,Egg Sandwich,Pasta Salad,Soup,Lentil Soup,Stuffed Peppers,Non-Veg,1770,2300
31.4,Egg Sandwich,Yogurt,Vegetable Stir Fry,Burrito Bowl,Veggie Burger,Grilled Steak,Non-Veg,1460,1650
32.0,Cereal,Smoothie,Grilled Chicken Salad,Sushi,Spaghetti,Chicken Curry,Non-Veg,1636,1800
16.6,Yogurt,Cereal,Soup,Pasta Salad,Lentil Soup,Veggie Pizza,Veg,1568,2200
25.0,Avocado Toast,Fruit Salad,Pasta Salad,Veggie Wrap,Grilled Salmon,Chicken Stir Fry,Non-Veg,1762,1950
16.2,Oatmeal,Scrambled Eggs,Veggie Wrap,Quinoa Salad,Lentil Soup,Chicken Stir Fry,Non-Veg,1628,2200
30.6,Pancakes,Scrambled Eggs,Burrito Bowl,Sushi,Grilled Steak,Chicken Curry,Non-Veg,1467,1750
30.9,Egg Sandwich,Oatmeal,Quinoa Salad,Turkey Sandwich,Veggie Burger,Grilled Steak,Non-Veg,1297,1600
19.7,Oatmeal,Avocado Toast,Soup,Vegetable Stir Fry,Veggie Pizza,Grilled Salmon,Non-Veg,1631,1750
32.1,Avocado Toast,Oatmeal,Vegetable Stir Fry,Chicken Wrap,Veggie Burger,Chicken Curry,Non-Veg,1282,1550
29.5,Fruit Salad,Avocado Toast,Turkey Sandwich,Burrito Bowl,Spaghetti,Chicken Stir Fry,Non-Veg,1383,1850
28.5,Cereal,Egg Sandwich,Turkey Sandwich,Pasta Salad,Grilled Salmon,Lentil Soup,Non-Veg,1802,2150
21.2,Smoothie,Scrambled Eggs,Chicken Wrap,Veggie Wrap,Chicken Curry,Chicken Stir Fry,Non-Veg,1379,2050
16.6,Egg Sandwich,Scrambled Eggs,Pasta Salad,Veggie Wrap,Veggie Burger,Veggie Pizza,Non-Veg,1775,2550
34.1,Yogurt,Oatmeal,Veggie Wrap,Sushi,Chicken Curry,Chicken Stir Fry,Non-Veg,1858,2000
27.5,Cereal,Scrambled Eggs,Turkey Sandwich,Veggie Wrap,Chicken Stir Fry,Lentil Soup,Non-Veg,1549,1550
28.5,Scrambled Eggs,Yogurt,Vegetable Stir Fry,Veggie Wrap,Chicken Curry,Grilled Salmon,Non-Veg,1332,1650
25.9,Avocado Toast,Egg Sandwich,Grilled Chicken Salad,Vegetable Stir Fry,Veggie Pizza,Chicken Curry,Non-Veg,1452,1850
30.0,Smoothie,Fruit Salad,Veggie Wrap,Chicken Wrap,Veggie Burger,Tacos,Non-Veg,1904,2050
31.6,Cereal,Pancakes,Pasta Salad,Turkey Sandwich,Grilled Steak,Chicken Curry,Non-Veg,1966,2100
23.8,Cereal,Fruit Salad,Veggie Wrap,Sushi,Chicken Stir Fry,Chicken Curry,Non-Veg,1349,1800
31.7,Fruit Salad,Pancakes,Chicken Wrap,Burrito Bowl,Chicken Stir Fry,Lentil Soup,Non-Veg,1675,1800
25.3,Fruit Salad,Scrambled Eggs,Sushi,Quinoa Salad,Tacos,Veggie Pizza,Non-Veg,1516,1550
34.3,Cereal,Scrambled Eggs,Soup,Turkey Sandwich,Grilled Salmon,Stuffed Peppers,Non-Veg,1363,1700
33.5,Smoothie,Cereal,Vegetable Stir Fry,Chicken Wrap,Grilled Salmon,Veggie Burger,Non-Veg,1678,1750
21.6,Oatmeal,Egg Sandwich,Vegetable Stir Fry,Quinoa Salad,Grilled Salmon,Lentil Soup,Non-Veg,1338,1800
30.3,Oatmeal,Smoothie,Pasta Salad,Vegetable Stir Fry,Lentil Soup,Tacos,Veg,1785,2100
18.2,Scrambled Eggs,Granola,Burrito Bowl,Sushi,Stuffed Peppers,Grilled Steak,Non-Veg,1927,2700
23.0,Pancakes,Fruit Salad,Turkey Sandwich,Pasta Salad,Chicken Stir Fry,Stuffed Peppers,Non-Veg,1480,1850
27.8,Egg Sandwich,Yogurt,Soup,Burrito Bowl,Veggie Burger,Grilled Steak,Non-Veg,1591,1850
33.5,Cereal,Pancakes,Grilled Chicken Salad,Soup,Chicken Stir Fry,Stuffed Peppers,Non-Veg,1893,1950
17.5,Yogurt,Scrambled Eggs,Grilled Chicken Salad,Vegetable Stir Fry,Grilled Steak,Tacos,Non-Veg,1390,2450
19.3,Scrambled Eggs,Yogurt,Vegetable Stir Fry,Veggie Wrap,Grilled Salmon,Chicken Curry,Non-Veg,1895,1900
25.1,Egg Sandwich,Fruit Salad,Soup,Quinoa Salad,Veggie Burger,Grilled Salmon,Non-Veg,1325,1550
27.2,Oatmeal,Avocado Toast,Burrito Bowl,Turkey Sandwich,Chicken Curry,Grilled Steak,Non-Veg,1864,2050
27.4,Cereal,Oatmeal,Quinoa Salad,Veggie Wrap,Stuffed Peppers,Chicken Stir Fry,Non-Veg,1473,1500
22.6,Oatmeal,Granola,Quinoa Salad,Vegetable Stir Fry,Grilled Salmon,Lentil Soup,Non-Veg,1573,1850
17.8,Oatmeal,Scrambled Eggs,Grilled Chicken Salad,Turkey Sandwich,Spaghetti,Chicken Stir Fry,Non-Veg,1999,2450
23.7,Pancakes,Fruit Salad,Soup,Turkey Sandwich,Veggie Pizza,Veggie Burger,Veg,1561,1800
27.6,Pancakes,Avocado Toast,Chicken Wrap,Turkey Sandwich,Chicken Stir Fry,Veggie Burger,Non-Veg,1514,1850
17.1,Fruit Salad,Avocado Toast,Pasta Salad,Burrito Bowl,Grilled Steak,Stuffed Peppers,Non-Veg,1798,2600
18.5,Granola,Oatmeal,Sushi,Turkey Sandwich,Spaghetti,Lentil Soup,Veg,1419,2500
17.4,Granola,Avocado Toast,Pasta Salad,Sushi,Veggie Burger,Chicken Curry,Non-Veg,1536,2700
31.1,Avocado Toast,Fruit Salad,Pasta Salad,Quinoa Salad,Grilled Salmon,Tacos,Non-Veg,1961,2250
33.1,Yogurt,Granola,Grilled Chicken Salad,Veggie Wrap,Veggie Pizza,Stuffed Peppers,Non-Veg,1666,1950
31.6,Cereal,Fruit Salad,Soup,Chicken Wrap,Lentil Soup,Chicken Stir Fry,Non-Veg,1988,2000
24.3,Multigrain Paratha,Green Tea,Paneer Bhurji with Chapati,Fruit Salad,Bhindi Masala,Millet Roti,Veg,1524,1809
20.8,Smoothie Bowl,Banana,Dal Tadka with Brown Rice,Sprouts,Palak Paneer,Quinoa,Veg,1854,2251
26.1,Idli with Sambar,Papaya,Vegetable Stir Fry with Brown Rice,Salad,Kadhi with Brown Rice,Phulka,Veg,1699,2181
27.0,Idli with Sambar,Papaya,Paneer Bhurji with Chapati,Cucumber,Kadhi with Brown Rice,Phulka,Veg,1726,2195
28.9,Upma,Apple,Rajma with Brown Rice,Cucumber,Mixed Veg Curry,Quinoa,Veg,1779,2181
23.7,Ragi Dosa,Banana,Dal Tadka with Brown Rice,Sprouts,Mixed Veg Curry,Phulka,Veg,1993,2477
29.7,Idli with Sambar,Lassi (low-fat),Chole with Chapati,Fruit Salad,Baingan Bharta,Phulka,Veg,1610,1873
18.9,Vegetable Sandwich,Apple,Rajma with Brown Rice,Papad (roasted),Palak Paneer,Whole Wheat Naan,Veg,1470,1966
21.9,Smoothie Bowl,Green Tea,Paneer Bhurji with Chapati,Fruit Salad,Grilled Vegetables,Roti,Veg,1727,2123
22.4,Multigrain Paratha,Coconut Water,Paneer Bhurji with Chapati,Steamed Vegetables,Aloo Gobi,Phulka,Veg,1537,1893
23.5,Idli with Sambar,Coconut Water,Quinoa Salad,Cucumber,Baingan Bharta,Roti,Veg,1978,2275
21.1,Multigrain Paratha,Buttermilk,Paneer Bhurji with Chapati,Cucumber,Palak Paneer,Phulka,Veg,1657,2050
22.1,Poha,Coconut Water,Vegetable Stir Fry with Brown Rice,Raita (low-fat),Bhindi Masala,Phulka,Veg,1796,2191
28.0,Idli with Sambar,Buttermilk,Rajma with Brown Rice,Fruit Salad,Mixed Veg Curry,Roti,Veg,1415,1781
20.6,Ragi Dosa,Green Tea,Dal Tadka with Brown Rice,Papad (roasted),Baingan Bharta,Millet Roti,Veg,1635,1862
21.0,Smoothie Bowl,Apple,Paneer Bhurji with Chapati,Sprouts,Palak Paneer,Whole Wheat Naan,Veg,1689,1935
26.0,Ragi Dosa,Banana,Rajma with Brown Rice,Fruit Salad,Vegetable Soup,Ragi Dosa,Veg,1911,2260
18.8,Oats,Banana,Paneer Bhurji with Chapati,Steamed Vegetables,Baingan Bharta,Whole Wheat Naan,Veg,1513,1988
28.5,Smoothie Bowl,Lassi (low-fat),Dal Tadka with Brown Rice,Yogurt (low-fat),Palak Paneer,Brown Rice,Veg,1555,1803
25.3,Idli with Sambar,Lassi (low-fat),Paneer Bhurji with Chapati,Sprouts,Baingan Bharta,Ragi Dosa,Veg,1757,2012
22.9,Vegetable Sandwich,Coconut Water,Quinoa Salad,Raita (low-fat),Palak Paneer,Phulka,Veg,1913,2190
22.7,Vegetable Sandwich,Orange Juice,Chole with Chapati,Fruit Salad,Kadhi with Brown Rice,Brown Rice,Veg,1639,1908
23.6,Oats,Banana,Quinoa Salad,Papad (roasted),Kadhi with Brown Rice,Quinoa,Veg,1659,2155
29.1,Vegetable Sandwich,Banana,Chole with Chapati,Sprouts,Palak Paneer,Whole Wheat Naan,Veg,1427,1731
26.0,Multigrain Paratha,Orange Juice,Paneer Bhurji with Chapati,Salad,Mixed Veg Curry,Chapati,Veg,1948,2309
26.8,Oats,Apple,Chole with Chapati,Yogurt (low-fat),Bhindi Masala,Roti,Veg,1665,2080
22.3,Smoothie Bowl,Green Tea,Vegetable Stir Fry with Brown Rice,Salad,Vegetable Soup,Whole Wheat Naan,Veg,1859,2241
29.2,Smoothie Bowl,Lassi (low-fat),Palak Paneer with Roti,Salad,Baingan Bharta,Ragi Dosa,Veg,1524,1799
22.0,Smoothie Bowl,Banana,Palak Paneer with Roti,Cucumber,Vegetable Soup,Brown Rice,Veg,1859,2307
29.1,Idli with Sambar,Apple,Vegetable Stir Fry with Brown Rice,Yogurt (low-fat),Aloo Gobi,Quinoa,Veg,1559,1873
23.6,Multigrain Paratha,Orange Juice,Rajma with Brown Rice,Papad (roasted),Kadhi with Brown Rice,Chapati,Veg,1480,1689
24.9,Vegetable Sandwich,Coconut Water,Paneer Bhurji with Chapati,Yogurt (low-fat),Baingan Bharta,Quinoa,Veg,1891,2290
22.8,Smoothie Bowl,Apple,Palak Paneer with Roti,Raita (low-fat),Bhindi Masala,Brown Rice,Veg,1842,2241
21.6,Upma,Green Tea,Chole with Chapati,Cucumber,Vegetable Soup,Roti,Veg,1617,2037
23.3,Smoothie Bowl,Green Tea,Quinoa Salad,Sprouts,Palak Paneer,Roti,Veg,1643,2108
25.6,Upma,Papaya,Paneer Bhurji with Chapati,Yogurt (low-fat),Mixed Veg Curry,Quinoa,Veg,1452,1773
22.5,Poha,Banana,Dal Tadka with Brown Rice,Papad (roasted),Vegetable Soup,Quinoa,Veg,1455,1663
29.4,Smoothie Bowl,Lassi (low-fat),Rajma with Brown Rice,Fruit Salad,Bhindi Masala,Chapati,Veg,1733,2079
20.0,Poha,Papaya,Vegetable Stir Fry with Brown Rice,Fruit Salad,Aloo Gobi,Whole Wheat Naan,Veg,1492,1845
29.3,Smoothie Bowl,Buttermilk,Quinoa Salad,Salad,Mixed Veg Curry,Roti,Veg,1433,1859
25.3,Upma,Orange Juice,Dal Tadka with Brown Rice,Cucumber,Mixed Veg Curry,Phulka,Veg,1817,2245
23.4,Idli with Sambar,Banana,Dal Tadka with Brown Rice,Salad,Vegetable Soup,Millet Roti,Veg,1910,2382
24.8,Idli with Sambar,Lassi (low-fat),Dal Tadka with Brown Rice,Yogurt (low-fat),Bhindi Masala,Brown Rice,Veg,1459,1689
21.1,Upma,Papaya,Palak Paneer with Roti,Cucumber,Vegetable Soup,Millet Roti,Veg,1651,1914
28.4,Vegetable Sandwich,Lassi (low-fat),Chole with Chapati,Cucumber,Vegetable Soup,Millet Roti,Veg,1768,1992
22.6,Idli with Sambar,Orange Juice,Chole with Chapati,Yogurt (low-fat),Palak Paneer,Brown Rice,Veg,1628,1944
19.9,Poha,Papaya,Rajma with Brown Rice,Yogurt (low-fat),Baingan Bharta,Quinoa,Veg,1534,1965
22.1,Smoothie Bowl,Green Tea,Chole with Chapati,Papad (roasted),Kadhi with Brown Rice,Phulka,Veg,1421,1900
25.0,Ragi Dosa,Banana,Rajma with Brown Rice,Salad,Palak Paneer,Whole Wheat Naan,Veg,1830,2303
26.6,Ragi Dosa,Buttermilk,Paneer Bhurji with Chapati,Raita (low-fat),Vegetable Soup,Phulka,Veg,1761,2002
24.3,Vegetable Sandwich,Green Tea,Chole with Chapati,Papad (roasted),Grilled Vegetables,Ragi Dosa,Veg,1931,2379
20.0,Idli with Sambar,Buttermilk,Quinoa Salad,Salad,Palak Paneer,Quinoa,Veg,1791,2029
28.0,Ragi Dosa,Green Tea,Vegetable Stir Fry with Brown Rice,Sprouts,Mixed Veg Curry,Millet Roti,Veg,1623,2088
28.7,Multigrain Paratha,Banana,Paneer Bhurji with Chapati,Yogurt (low-fat),Grilled Vegetables,Roti,Veg,1504,1743
26.6,Ragi Dosa,Green Tea,Chole with Chapati,Sprouts,Vegetable Soup,Phulka,Veg,1998,2386
23.7,Oats,Apple,Quinoa Salad,Fruit Salad,Vegetable Soup,Chapati,Veg,1667,1906
21.1,Oats,Lassi (low-fat),Quinoa Salad,Cucumber,Kadhi with Brown Rice,Ragi Dosa,Veg,1742,1987
23.3,Idli with Sambar,Coconut Water,Palak Paneer with Roti,Papad (roasted),Kadhi with Brown Rice,Quinoa,Veg,1937,2277
28.8,Oats,Apple,Dal Tadka with Brown Rice,Fruit Salad,Aloo Gobi,Phulka,Veg,1942,2358
29.9,Upma,Lassi (low-fat),Chole with Chapati,Papad (roasted),Palak Paneer,Whole Wheat Naan,Veg,1755,2003
25.4,Multigrain Paratha,Banana,Chole with Chapati,Fruit Salad,Grilled Vegetables,Chapati,Veg,1578,1786
20.1,Idli with Sambar,Orange Juice,Rajma with Brown Rice,Cucumber,Aloo Gobi,Whole Wheat Naan,Veg,1777,1994
20.3,Idli with Sambar,Apple,Dal Tadka with Brown Rice,Raita (low-fat),Aloo Gobi,Quinoa,Veg,1722,1981
22.8,Smoothie Bowl,Green Tea,Chole with Chapati,Raita (low-fat),Palak Paneer,Whole Wheat Naan,Veg,1689,1923
21.1,Vegetable Sandwich,Buttermilk,Paneer Bhurji with Chapati,Yogurt (low-fat),Aloo Gobi,Millet Roti,Veg,1616,2075
27.9,Poha,Green Tea,Rajma with Brown Rice,Cucumber,Baingan Bharta,Brown Rice,Veg,1415,1768
24.4,Multigrain Paratha,Coconut Water,Vegetable Stir Fry with Brown Rice,Salad,Vegetable Soup,Millet Roti,Veg,1605,1980
28.8,Ragi Dosa,Banana,Rajma with Brown Rice,Steamed Vegetables,Mixed Veg Curry,Millet Roti,Veg,1985,2216
21.7,Ragi Dosa,Green Tea,Palak Paneer with Roti,Salad,Aloo Gobi,Whole Wheat Naan,Veg,1818,2047
28.5,Poha,Lassi (low-fat),Paneer Bhurji with Chapati,Salad,Bhindi Masala,Roti,Veg,1633,1870
28.2,Oats,Coconut Water,Paneer Bhurji with Chapati,Salad,Bhindi Masala,Phulka,Veg,1531,1887
26.9,Multigrain Paratha,Apple,Vegetable Stir Fry with Brown Rice,Sprouts,Kadhi with Brown Rice,Brown Rice,Veg,1855,2313
28.3,Upma,Orange Juice,Dal Tadka with Brown Rice,Fruit Salad,Mixed Veg Curry,Roti,Veg,1726,1939
28.0,Multigrain Paratha,Apple,Paneer Bhurji with Chapati,Fruit Salad,Grilled Vegetables,Chapati,Veg,1798,2119
22.6,Oats,Green Tea,Dal Tadka with Brown Rice,Yogurt (low-fat),Baingan Bharta,Brown Rice,Veg,1577,1904
29.5,Ragi Dosa,Apple,Rajma with Brown Rice,Raita (low-fat),Baingan Bharta,Roti,Veg,1853,2137
